temperature_temperature,humidity_humidity,pressure_pressure,accelerometer_Ax,accelerometer_Ay,accelerometer_Az,gyroscope_x,gyroscope_y,gyroscope_z,quaternion_x,quaternion_y,quaternion_z,quaternion_w,bsec_bsec,co2_co2,gas_gas,led_R,led_G,led_B,timestamp
30.004047475053156,15.96895164356874,997.9879201117719,-1.6478709739439992,0.27930334843179316,4096.993428306023,-0.5678078421841054,-0.054254602864147856,0.32183519002277045,0.0,0.0,0.0,0.0,25,500,28007.238200157404,,,,2026-02-02T00:00:00.000Z
29.991721071326342,15.896240812851035,997.9892826527363,-1.4382189028983718,0.13004926237756023,4095.7234713976577,0.5125436283994018,-1.2969126132719826,-0.7813576956169462,0.0,0.0,0.0,0.0,25,500,27993.728938920412,,,,2026-02-02T00:00:01.000Z
29.998281749553232,15.98820324158313,998.0037912190447,4.099624191571852,1.626560812129186,4097.2953770762015,0.29008789963543236,0.8708175518634642,0.6913563810805253,0.0,0.0,0.0,0.0,25,500,28001.053848606083,,,,2026-02-02T00:00:02.000Z
29.995409767495058,15.94588309032145,998.0105250236544,0.001365637914965256,-1.6877077548497985,4099.046059712816,0.043900533123388444,0.7435106703345966,-0.5903616918053307,0.0,0.0,0.0,0.0,25,500,27992.835601041897,,,,2026-02-02T00:00:03.000Z
30.004353581270482,16.04955861425097,998.0103714135992,1.5642600030629183,-3.487345204793072,4095.5316932505534,0.9305333193245915,-0.6755685285912163,0.7495550374451283,0.0,0.0,0.0,0.0,25,500,27989.106112425387,,,,2026-02-02T00:00:04.000Z
30.00550303674009,15.911467243899565,997.9899709115922,-1.5817987633351063,0.31364603219638637,4095.5317260861016,-0.6608411967525808,0.7074872072053618,-0.27411147538072145,0.0,0.0,0.0,0.0,25,500,27991.036263485934,,,,2026-02-02T00:00:05.000Z
30.008910786773974,16.008983412212846,998.009893114319,-1.5597058924432776,0.5624609844372083,4099.158425631015,-0.5751864496435164,0.37490768630077576,-1.7210471256296629,0.0,0.0,0.0,0.0,25,500,28009.557251929513,,,,2026-02-02T00:00:06.000Z
30.003481988284644,15.919161116277072,997.9822373036568,2.1639696184998845,2.979198818895298,4097.534869458305,-0.011900823094228097,-1.2806121453611083,-0.982416240480937,0.0,0.0,0.0,0.0,25,500,28000.137827646307,,,,2026-02-02T00:00:07.000Z
30.00171653769969,15.940024576184118,997.9979711558299,-2.6991524231030644,-2.5407240926501724,4095.06105122813,-0.6401465050936997,-0.8539289145713574,-0.4304147086872844,0.0,0.0,0.0,0.0,25,500,28012.718816384055,,,,2026-02-02T00:00:08.000Z
30.018540238004388,16.02972916277054,998.0048702644261,-0.8304275358105431,2.30938753343344,4097.085120087172,0.5080122910545997,1.1382814448895793,1.3681890237485779,0.0,0.0,0.0,0.0,25,500,28005.204206949544,,,,2026-02-02T00:00:09.000Z
29.98475640929803,16.023471773284214,997.9792119498696,0.0680548221444641,4.734828728054243,4095.073164614375,-0.7131923043661328,0.3094161851420503,0.9011436305292249,0.0,0.0,0.0,0.0,25,500,28016.06465231481,,,,2026-02-02T00:00:10.000Z
30.01695609860129,15.958297781742164,998.0209285692408,0.22274520368010484,-0.7555297750449542,4095.0685404928595,0.2263042077451344,-0.5643029458106261,1.623861412322142,0.0,0.0,0.0,0.0,25,500,28008.18068192959,,,,2026-02-02T00:00:11.000Z
29.997101780911315,15.973058938166734,998.0132669518298,-0.3581865700323125,-2.581884438986448,4096.483924543132,-0.10017276878675659,-0.858475891172642,1.6536352160298582,0.0,0.0,0.0,0.0,25,500,28007.593408302466,,,,2026-02-02T00:00:12.000Z
30.005708915863682,15.854639355489047,998.0064700397236,0.7916395621918462,-0.8139487327467423,4092.1734395106846,0.2149259647767057,-0.5153937981154209,-0.534750804590915,0.0,0.0,0.0,0.0,25,500,27998.79512101364,,,,2026-02-02T00:00:13.000Z
29.996743403194063,16.14027643105807,997.9903497179243,1.3857115116356231,0.028009934742761467,4092.550164334974,-0.4597413950630392,-0.44447952987770456,-0.18848685975882942,0.0,0.0,0.0,0.0,25,500,28030.092065764966,,,,2026-02-02T00:00:14.000Z
29.992974583704484,16.068745639787803,997.9993189637543,1.46927509091866,1.1275757500138293,4094.875424941518,-0.33908829452682704,-0.8459630326292517,-0.4112799243305384,0.0,0.0,0.0,0.0,25,500,28001.126982198944,,,,2026-02-02T00:00:15.000Z
30.004845771927943,16.06514480508711,998.0079042016977,-1.9716076173356534,-1.1827894596760948,4093.9743377593313,0.09600926799704997,-1.7417641123833023,-0.6715106053010765,0.0,0.0,0.0,0.0,25,500,27980.26576630874,,,,2026-02-02T00:00:16.000Z
30.010421283086146,15.840496778304379,997.98877338433,-0.5683101958575943,3.110397068294684,4096.62849466519,0.20207450616131267,1.1400132864007855,-1.8414947093364584,0.0,0.0,0.0,0.0,25,500,28002.68033539614,,,,2026-02-02T00:00:17.000Z
30.004730079549674,15.940451000751072,997.9981952576876,2.3895257237538754,-2.2290646300161234,4094.183951848958,-0.004201915391156093,0.9706336726114432,-0.01474771801684241,0.0,0.0,0.0,0.0,25,500,27990.177077567627,,,,2026-02-02T00:00:18.000Z
29.994578842133173,15.966545397107637,998.0091038384982,1.7892943751477446,-3.4784103043456,4093.1753925973294,1.705362356513084,-1.2732554518068595,-1.2855655937111106,0.0,0.0,0.0,0.0,25,500,28010.170215216018,,,,2026-02-02T00:00:19.000Z
30.036113500628158,15.806893850796598,997.9850540499823,-2.745718902962128,2.2134208485746347,4098.931297537843,-0.9907369187412842,0.13631129556366767,-0.034171881534327396,0.0,0.0,0.0,0.0,25,500,28007.25816758181,,,,2026-02-02T00:00:20.000Z
30.011985736708663,16.088995009607608,998.0033242471102,0.7029598007044033,-4.549242062412399,4095.548447399027,-0.06420379495271358,-0.9022382027147666,2.1157708095629846,0.0,0.0,0.0,0.0,25,500,27998.084863500673,,,,2026-02-02T00:00:21.000Z
30.009333423042072,16.145388448854813,997.9824523037038,-3.9564504987496205,-0.40825953774543233,4096.1350564093755,-1.5736290221169846,-0.2615672232265353,-0.5093450963307086,0.0,0.0,0.0,0.0,25,500,27991.121069865567,,,,2026-02-02T00:00:22.000Z
29.996470357692576,16.20619349560036,997.9905615324442,0.09386980412073925,6.235362258416095,4093.150503627573,0.3720814786673863,-0.3447665798736565,0.19477400562806724,0.0,0.0,0.0,0.0,25,500,28001.46425726721,,,,2026-02-02T00:00:23.000Z
29.993748342117108,15.895411617248227,997.9949540739433,3.795534033491954,-0.024087105919863,4094.9112345509498,-1.115246536376814,-0.4278342157178725,0.9066483858092831,0.0,0.0,0.0,0.0,25,500,27993.58766192143,,,,2026-02-02T00:00:24.000Z
29.99720160924157,16.011732349683427,998.0051355561272,-1.8957854345379725,-2.2415353013924992,4096.22184517942,-0.27831025587657626,2.002947084076286,0.28029129196590696,0.0,0.0,0.0,0.0,25,500,28007.878039927837,,,,2026-02-02T00:00:25.000Z
30.010814065443924,16.132281826915044,997.9929921089749,-1.6686460909831642,-0.11479492757358749,4093.6980128451555,-0.3720643253313259,-0.44032568467619043,0.29248418794229586,0.0,0.0,0.0,0.0,25,500,28005.56015714258,,,,2026-02-02T00:00:26.000Z
29.99009395662924,15.974638152105305,998.0012554839133,1.528059563145719,-0.1016015772390671,4096.751396036691,0.2808911266011715,-0.8082638250669247,-0.36240243368808,0.0,0.0,0.0,0.0,25,500,28029.359665924934,,,,2026-02-02T00:00:27.000Z
29.989317961685458,15.943301208615733,997.993127718622,-3.085603030419292,0.32129988070623305,4094.7987226201626,-0.5527909175451801,-0.7625814294970479,-0.23187797506123262,0.0,0.0,0.0,0.0,25,500,27995.54885461349,,,,2026-02-02T00:00:28.000Z
30.00539547533361,15.81339823264555,997.9946938322788,-1.2655100597700781,1.3245259643192393,4095.4166125004135,-0.5953056976939823,1.0437769564017552,-0.9600105221878282,0.0,0.0,0.0,0.0,25,500,27996.965743715155,,,,2026-02-02T00:00:29.000Z
30.003191964446422,16.113262245777175,998.0125066150779,1.1928822751635053,-2.0782223367354784,4094.796586775541,1.435856464085898,-1.6521023316929349,0.8460450088894076,0.0,0.0,0.0,0.0,25,500,27998.45224326063,,,,2026-02-02T00:00:30.000Z
29.992296864621093,15.998073924392664,997.9884977182176,-1.2685716953788062,3.3750961104735873,4099.704556369018,0.28456679047452627,-0.7626229164355202,-1.7414916566140959,0.0,0.0,0.0,0.0,25,500,27998.89014465729,,,,2026-02-02T00:00:31.000Z
29.989087964215848,15.927065814103694,998.0075915397395,-0.47193997442194324,0.4902285687452357,4095.9730055505242,-0.561050852022268,1.446822840111534,0.9710883383822022,0.0,0.0,0.0,0.0,25,500,28010.270789379614,,,,2026-02-02T00:00:32.000Z
30.014378969933684,16.028385728982887,997.9999893611453,1.488371420630069,1.4535880928036076,4093.8845781420882,-0.25083367181123084,0.2439861879976468,-1.4036983847452424,0.0,0.0,0.0,0.0,25,500,27997.236543549378,,,,2026-02-02T00:00:33.000Z
30.003570044252996,16.015300537317867,997.9942444631109,0.8430921670731225,-1.256298799511285,4097.6450898242065,1.645354952270745,0.19192200503611323,0.9626072740766523,0.0,0.0,0.0,0.0,25,500,28019.723817161434,,,,2026-02-02T00:00:34.000Z
29.98636464136272,16.016825910235458,997.987824771676,0.5336367925908038,2.572764273991067,4093.5583127000577,-0.235164878251097,2.1321464601437015,-0.3538175262121811,0.0,0.0,0.0,0.0,25,500,28005.822751097257,,,,2026-02-02T00:00:35.000Z
29.987063744639176,15.978290193767332,997.988537636929,-0.6782445585400775,-0.5141048176261294,4096.41772719001,-0.6892766231523877,0.2463479529484988,-1.2318686881330803,0.0,0.0,0.0,0.0,25,500,27995.14263952012,,,,2026-02-02T00:00:36.000Z
29.996384880275496,16.162235815876336,997.9926135497524,0.7401222305379107,0.5551050269870634,4092.0806597522405,-0.6849961501263927,-0.7081861613595825,0.5792986450796365,0.0,0.0,0.0,0.0,25,500,27992.58754315019,,,,2026-02-02T00:00:37.000Z
30.007328418069978,15.986634026673757,997.9984994559278,-0.24746536019951323,-1.8662121543742185,4093.343627902203,-0.5491264809895774,-0.28207705687634865,0.9287675350757748,0.0,0.0,0.0,0.0,25,500,28010.408721934084,,,,2026-02-02T00:00:38.000Z
30.005950088021084,16.16193220763233,998.0060350963615,0.9156112198515695,-1.9938632528042537,4096.393722471738,-0.5944977224267224,-1.1354323090305687,-0.43807864810353686,0.0,0.0,0.0,0.0,25,500,28000.28520151887,,,,2026-02-02T00:00:39.000Z
30.011316785370013,16.05641169264002,997.9969976074008,-0.9938640502359565,1.3764106129057654,4097.476933159991,-1.279647848349243,1.2559370400156968,0.7206105486789331,0.0,0.0,0.0,0.0,25,500,28000.09060053757,,,,2026-02-02T00:00:40.000Z
29.98509650192539,16.035117014276175,997.9976668914812,-0.36513794875908223,-0.8872136604147719,4096.34273656238,-1.124200096946978,0.5745617175367154,-2.2850844946693503,0.0,0.0,0.0,0.0,25,500,27994.01519773576,,,,2026-02-02T00:00:41.000Z
30.002238466897797,15.988672524672184,997.9991600977668,-1.9799155851040278,-1.7076461750087542,4095.7687034352234,-0.82932037436137,1.124414149970889,-1.3205962897466004,0.0,0.0,0.0,0.0,25,500,27999.385543190794,,,,2026-02-02T00:00:42.000Z
30.014259103323212,16.097395669354594,998.0047677769144,-0.0700152200124718,-1.2863666840540608,4095.3977926088214,0.5915710184530977,1.2129839285493706,1.292408930468729,0.0,0.0,0.0,0.0,25,500,27993.61045149197,,,,2026-02-02T00:00:43.000Z
30.01332801730476,16.0112991767578,998.0064480281919,-1.6220017272576897,1.3979061434348423,4093.042956019265,-0.3812372872728735,-0.4142107809275326,-0.22366927419791616,0.0,0.0,0.0,0.0,25,500,28013.61711456226,,,,2026-02-02T00:00:44.000Z
